vertex,fsaverage_vertex,parcel,mni152_r,mni152_a,mni152_s
402,6162,DorsAttnA_ParOcc_4_LH,-30.923,-86.357,30.416
403,6168,DorsAttnA_ParOcc_4_LH,-31.158,-84.732,29.465
404,6169,DefaultC_IPL_2_LH,-38.760,-86.413,30.440
405,6218,VisCent_ExStr_17_LH,-15.989,-86.212,24.518
406,6240,DorsAttnA_ParOcc_4_LH,-32.508,-85.987,21.883
407,6250,DorsAttnA_ParOcc_4_LH,-34.598,-86.013,20.060
408,6262,VisPeri_ExStrSup_4_LH,-1.102,-82.461,19.329
409,6290,VisCent_ExStr_16_LH,-35.973,-87.118,17.090
410,6294,VisPeri_ExStrSup_4_LH,-2.035,-81.720,15.501
411,6298,VisCent_ExStr_16_LH,-22.981,-83.150,18.988
412,6342,VisPeri_StriCal_5_LH,-1.094,-84.074,10.724
413,6383,VisCent_ExStr_12_LH,-33.971,-84.233,5.477
414,6385,VisCent_ExStr_12_LH,-37.107,-84.347,5.896
415,6397,VisPeri_StriCal_5_LH,-1.710,-83.258,4.034
416,6422,VisCent_ExStr_7_LH,-47.477,-85.566,4.525
417,6452,VisPeri_StriCal_3_LH,-4.367,-85.397,2.771
418,6459,VisPeri_StriCal_3_LH,-5.990,-85.255,1.572
419,6476,VisCent_ExStr_7_LH,-46.606,-85.202,-2.683
420,6500,VisCent_ExStr_8_LH,-36.174,-86.562,-5.467
421,6531,VisCent_ExStr_5_LH,-47.519,-84.548,-8.937
422,6532,VisCent_Striate_1_LH,-1.202,-83.925,-10.247
423,6571,VisCent_ExStr_6_LH,-17.176,-84.185,-18.854
424,6576,VisCent_ExStr_6_LH,-22.362,-83.875,-18.768
425,6602,DorsAttnA_SPL_2_LH,-22.435,-84.556,48.074
426,6605,VisPeri_ExStrSup_7_LH,-20.239,-84.515,47.972
427,6611,VisPeri_ExStrSup_7_LH,-18.963,-83.425,47.582
428,6615,DorsAttnA_SPL_2_LH,-27.705,-84.083,45.239
429,6620,VisPeri_ExStrSup_7_LH,-15.678,-82.748,45.601
430,6623,VisPeri_ExStrSup_7_LH,-18.031,-81.660,45.375
431,6637,VisPeri_ExStrSup_7_LH,-7.323,-82.724,43.134
432,6639,VisPeri_ExStrSup_7_LH,-10.726,-81.642,42.961
433,6654,DorsAttnA_SPL_2_LH,-28.691,-82.905,40.613
434,6663,VisPeri_ExStrSup_4_LH,-2.166,-83.269,38.194
435,6676,DefaultC_IPL_2_LH,-31.316,-85.875,35.763
436,6683,DefaultC_IPL_2_LH,-36.714,-85.475,35.802
437,6693,DorsAttnA_ParOcc_4_LH,-30.989,-84.055,31.822
438,6723,DorsAttnA_ParOcc_4_LH,-31.066,-84.326,26.638
439,6726,VisCent_ExStr_17_LH,-23.729,-84.918,24.023
440,6731,DorsAttnA_ParOcc_4_LH,-30.790,-85.094,24.356
441,6735,VisCent_ExStr_14_LH,-42.975,-84.702,26.153
442,6740,VisCent_ExStr_17_LH,-26.087,-84.673,22.403
443,6749,DorsAttnA_ParOcc_4_LH,-30.984,-84.567,22.521
444,6761,VisPeri_ExStrSup_4_LH,-7.062,-81.177,20.542
445,6770,VisPeri_ExStrSup_4_LH,-1.425,-81.098,19.696
446,6852,VisCent_ExStr_14_LH,-48.068,-82.209,13.283
447,6863,VisPeri_StriCal_5_LH,-5.382,-82.008,14.509
448,6885,VisPeri_StriCal_4_LH,-11.809,-81.804,7.778
449,6890,VisCent_ExStr_14_LH,-41.105,-82.309,8.578
450,6901,VisPeri_StriCal_5_LH,-8.394,-82.300,5.931
451,6917,VisPeri_StriCal_4_LH,-14.178,-81.934,6.711
452,6921,VisCent_ExStr_12_LH,-31.463,-83.782,5.162
453,6928,VisPeri_StriCal_5_LH,-5.460,-82.566,4.670
454,6951,VisCent_ExStr_10_LH,-40.130,-83.457,6.013
455,7017,VisCent_ExStr_7_LH,-47.315,-84.519,-2.770
456,7074,VisCent_ExStr_6_LH,-8.763,-83.410,-17.108
457,7078,VisCent_ExStr_6_LH,-13.836,-82.782,-17.151
458,7085,VisCent_ExStr_2_LH,-37.735,-80.809,-18.644
459,7090,VisCent_ExStr_5_LH,-44.351,-83.240,-19.917
460,7103,VisCent_ExStr_5_LH,-40.153,-82.852,-18.948
461,7140,DorsAttnA_SPL_2_LH,-28.790,-83.260,44.181
462,7144,VisPeri_ExStrSup_7_LH,-14.421,-81.022,43.527
463,7146,VisPeri_ExStrSup_7_LH,-17.040,-81.053,43.105
464,7164,VisPeri_ExStrSup_7_LH,-7.375,-81.427,41.846
465,7170,VisPeri_ExStrSup_7_LH,-18.520,-80.076,40.925
466,7193,VisPeri_ExStrSup_7_LH,-9.823,-80.498,39.641
467,7196,VisPeri_ExStrSup_7_LH,-11.420,-79.549,39.552
468,7213,VisPeri_ExStrSup_4_LH,-1.362,-81.516,36.751
469,7228,VisPeri_ExStrSup_7_LH,-12.030,-79.264,35.347
470,7229,DorsAttnA_SPL_3_LH,-27.212,-81.570,35.412
471,7232,DefaultC_IPL_2_LH,-30.700,-84.387,35.837
472,7236,VisPeri_ExStrSup_4_LH,-1.052,-81.840,34.929
473,7272,DefaultC_IPL_2_LH,-42.154,-83.905,29.842
474,7277,DorsAttnA_ParOcc_4_LH,-32.629,-81.629,28.091
475,7278,VisPeri_ExStrSup_4_LH,-1.224,-81.598,26.732
476,7310,VisPeri_ExStrSup_4_LH,-1.664,-80.578,24.193
477,7334,VisCent_ExStr_17_LH,-23.699,-84.096,22.287
478,7336,VisCent_ExStr_17_LH,-26.813,-83.472,21.555
479,7344,VisPeri_ExStrSup_4_LH,-2.218,-79.634,22.242
480,7356,VisCent_ExStr_14_LH,-46.007,-82.589,24.208
481,7362,VisPeri_ExStrSup_4_LH,-5.277,-80.154,21.338
482,7370,DorsAttnA_ParOcc_4_LH,-33.811,-84.271,19.820
483,7395,VisCent_ExStr_16_LH,-35.695,-83.087,18.590
484,7408,VisCent_ExStr_16_LH,-36.113,-83.836,17.219
485,7417,VisCent_ExStr_16_LH,-29.844,-81.145,17.905
486,7434,VisCent_ExStr_16_LH,-31.193,-81.510,16.738
487,7460,VisPeri_StriCal_5_LH,-1.865,-82.894,12.361
488,7484,VisCent_ExStr_14_LH,-37.880,-81.758,6.265
489,7504,VisPeri_StriCal_5_LH,-1.853,-81.379,5.869
490,7506,VisPeri_StriCal_5_LH,-5.298,-81.453,5.524
491,7548,VisPeri_StriCal_3_LH,-6.313,-83.141,4.292
492,7563,VisCent_ExStr_10_LH,-35.582,-82.639,5.171
493,7629,VisCent_Striate_1_LH,-3.119,-82.198,-13.222
494,7635,VisCent_ExStr_2_LH,-35.471,-80.984,-13.314
495,7659,VisCent_ExStr_5_LH,-46.492,-81.648,-16.593
496,7661,VisCent_ExStr_6_LH,-5.836,-83.759,-16.002
497,7687,VisCent_ExStr_2_LH,-33.653,-80.600,-17.820
498,7708,VisCent_ExStr_2_LH,-29.626,-80.503,-19.201
499,7712,DorsAttnA_SPL_2_LH,-24.580,-82.422,50.133
500,7716,DorsAttnA_SPL_2_LH,-26.563,-82.223,49.051
501,7717,DorsAttnA_SPL_2_LH,-27.557,-81.710,48.548
502,7725,VisPeri_ExStrSup_7_LH,-18.733,-81.306,46.251
503,7751,DefaultC_IPL_2_LH,-33.012,-83.512,41.560
504,7753,VisPeri_ExStrSup_4_LH,-3.339,-81.050,40.292
505,7754,VisPeri_ExStrSup_4_LH,-4.263,-80.657,40.660
506,7758,VisPeri_ExStrSup_7_LH,-13.520,-78.534,40.254
507,7766,DefaultC_IPL_2_LH,-31.943,-83.655,40.426
508,7767,DefaultC_IPL_2_LH,-34.904,-83.762,40.399
509,7799,VisPeri_ExStrSup_7_LH,-12.585,-78.452,35.819
510,7834,VisPeri_ExStrSup_5_LH,-12.298,-79.223,33.278
511,7840,DefaultC_IPL_2_LH,-30.917,-82.106,32.981
512,7851,VisCent_ExStr_17_LH,-28.422,-81.356,31.806
513,7882,VisPeri_ExStrSup_4_LH,-1.942,-80.584,26.722
514,7889,VisCent_ExStr_17_LH,-29.827,-80.925,26.910
515,7895,DorsAttnA_ParOcc_4_LH,-32.736,-80.941,26.868
516,7920,DorsAttnA_ParOcc_4_LH,-29.998,-82.503,22.803
517,7923,VisCent_ExStr_14_LH,-45.995,-81.213,25.451
518,7954,VisCent_ExStr_14_LH,-48.266,-81.289,21.274
519,7972,VisCent_ExStr_16_LH,-35.635,-82.382,17.770
520,7974,VisCent_ExStr_14_LH,-48.957,-81.325,17.409
521,7990,VisCent_ExStr_16_LH,-25.733,-80.949,18.333
522,8012,VisCent_ExStr_16_LH,-35.378,-82.470,16.419
523,8049,VisPeri_StriCal_4_LH,-12.374,-80.414,8.369
524,8056,VisCent_ExStr_14_LH,-42.169,-80.187,10.099
525,8073,VisPeri_StriCal_5_LH,-10.223,-80.014,7.078
526,8159,VisCent_ExStr_10_LH,-37.236,-81.541,5.301
527,8171,VisPeri_StriCal_3_LH,-0.976,-81.879,1.913
528,8192,VisPeri_StriCal_3_LH,-1.132,-81.332,-2.020
529,8215,VisCent_ExStr_5_LH,-49.186,-82.020,-4.368
530,8269,VisCent_ExStr_2_LH,-35.194,-80.297,-11.995
531,8272,VisCent_ExStr_2_LH,-38.203,-79.777,-12.198
532,8274,VisCent_ExStr_2_LH,-40.054,-78.901,-12.892
533,8284,VisCent_ExStr_4_LH,-28.000,-78.826,-12.416
534,8290,VisCent_ExStr_2_LH,-34.122,-80.423,-13.290
535,8313,VisCent_ExStr_2_LH,-38.893,-79.984,-13.927
536,8323,VisCent_ExStr_2_LH,-30.214,-78.067,-13.657
537,8344,VisCent_ExStr_5_LH,-42.048,-78.579,-17.738
538,8352,VisCent_ExStr_6_LH,-15.878,-80.646,-17.028
539,8357,VisCent_ExStr_6_LH,-22.208,-79.425,-17.820
540,8371,VisCent_ExStr_2_LH,-31.065,-78.046,-17.993
541,8387,ContC_pCun_2_LH,-14.762,-81.925,50.931
542,8401,DorsAttnA_SPL_2_LH,-25.446,-81.532,50.716
543,8416,DorsAttnA_SPL_2_LH,-29.078,-80.281,43.571
544,8422,VisPeri_ExStrSup_7_LH,-19.997,-79.608,42.223
545,8423,DorsAttnA_SPL_2_LH,-28.745,-80.356,41.622
546,8424,DefaultA_IPL_3_LH,-31.789,-81.863,42.798
547,8442,VisPeri_ExStrSup_7_LH,-19.790,-78.887,40.503
548,8463,VisPeri_ExStrSup_4_LH,-3.220,-78.817,38.503
549,8467,VisPeri_ExStrSup_7_LH,-12.614,-77.317,38.384
550,8475,VisPeri_ExStrSup_4_LH,-1.397,-79.232,36.360
551,8477,VisPeri_ExStrSup_7_LH,-9.345,-78.965,36.729
552,8490,DefaultC_IPL_2_LH,-39.745,-82.139,37.734
553,8494,DefaultC_IPL_2_LH,-42.168,-79.657,38.059
554,8507,VisPeri_ExStrSup_5_LH,-14.339,-78.515,32.547
555,8538,VisPeri_ExStrSup_5_LH,-12.910,-78.082,31.253
556,8546,DorsAttnA_ParOcc_4_LH,-32.815,-79.880,29.313
557,8550,VisPeri_ExStrSup_4_LH,-1.112,-79.976,29.292
558,8591,VisPeri_ExStrSup_4_LH,-5.487,-80.163,23.609
559,8602,VisCent_ExStr_17_LH,-28.231,-81.361,21.867
560,8605,DorsAttnA_ParOcc_4_LH,-30.887,-80.085,23.694
561,8642,VisCent_ExStr_16_LH,-33.870,-82.078,17.992
562,8646,VisPeri_StriCal_5_LH,-3.765,-80.870,18.718
563,8656,VisPeri_StriCal_5_LH,-1.840,-81.214,17.483
564,8684,VisCent_ExStr_16_LH,-28.770,-79.728,17.419
565,8704,VisPeri_StriCal_5_LH,-0.967,-80.453,12.989
566,8706,VisPeri_StriCal_4_LH,-11.436,-78.718,10.806
567,8712,VisCent_ExStr_14_LH,-42.548,-79.237,11.716
568,8713,VisPeri_StriCal_5_LH,-0.785,-79.439,11.003
569,8722,VisCent_ExStr_14_LH,-41.738,-78.487,10.483
570,8744,VisCent_ExStr_14_LH,-40.310,-79.163,8.499
571,8747,VisCent_ExStr_7_LH,-47.834,-82.724,12.876
572,8773,VisCent_ExStr_10_LH,-44.402,-81.593,10.653
573,8791,VisCent_ExStr_10_LH,-42.414,-81.743,9.092
574,8797,VisPeri_StriCal_3_LH,-6.345,-80.775,5.752
575,8817,VisPeri_StriCal_3_LH,-9.220,-81.404,6.366
576,8826,VisCent_ExStr_10_LH,-34.110,-81.126,4.898
577,8843,VisCent_ExStr_10_LH,-35.598,-80.836,4.646
578,8874,VisCent_ExStr_7_LH,-42.443,-80.529,-2.574
579,8880,VisPeri_ExStrInf_3_LH,-9.900,-78.625,-5.727
580,8886,VisCent_ExStr_4_LH,-24.479,-77.923,-6.730
581,8916,VisPeri_ExStrInf_3_LH,-7.751,-79.235,-7.284
582,8944,VisCent_ExStr_4_LH,-23.246,-78.521,-8.165
583,8949,VisCent_ExStr_5_LH,-49.708,-81.424,-6.952
584,8976,VisCent_Striate_1_LH,-4.053,-79.420,-13.542
585,9008,VisCent_ExStr_6_LH,-5.640,-80.675,-15.210
586,9020,VisCent_ExStr_5_LH,-43.039,-77.953,-15.590
587,9026,VisCent_ExStr_6_LH,-9.946,-79.361,-15.684
588,9053,VisCent_ExStr_2_LH,-30.199,-77.576,-15.797
589,9073,VisCent_ExStr_6_LH,-24.488,-77.879,-17.160
590,9077,VisCent_ExStr_6_LH,-28.498,-77.399,-17.084
591,9083,ContC_pCun_2_LH,-18.138,-80.843,53.815
592,9092,ContC_pCun_2_LH,-20.718,-81.193,53.163
593,9095,ContC_pCun_2_LH,-11.475,-81.134,51.424
594,9097,ContC_pCun_2_LH,-17.360,-81.632,51.333
595,9100,ContC_pCun_2_LH,-19.863,-82.054,51.356
596,9104,DorsAttnA_SPL_2_LH,-25.350,-79.192,52.577
597,9120,ContC_pCun_2_LH,-9.583,-81.143,49.315
598,9122,ContC_pCun_2_LH,-12.609,-81.587,47.968
599,9125,ContC_pCun_2_LH,-19.249,-81.928,49.402
600,9127,ContC_pCun_2_LH,-21.023,-82.518,50.688
601,9138,DorsAttnA_SPL_2_LH,-27.836,-79.249,49.087
602,9139,ContC_pCun_2_LH,-7.195,-80.842,46.738
603,9164,DefaultA_IPL_3_LH,-35.786,-81.723,43.628
604,9208,VisPeri_ExStrSup_4_LH,-2.052,-78.188,36.819
605,9210,VisPeri_ExStrSup_4_LH,-4.575,-77.351,37.302
606,9216,VisPeri_ExStrSup_7_LH,-15.566,-76.009,37.724
607,9257,DefaultC_IPL_2_LH,-45.030,-79.267,35.787
608,9265,DorsAttnA_ParOcc_4_LH,-31.321,-79.349,30.864
609,9283,VisPeri_ExStrSup_5_LH,-15.978,-77.354,29.767
610,9300,VisCent_ExStr_17_LH,-29.488,-79.249,29.051
611,9303,DefaultC_IPL_2_LH,-43.603,-82.508,27.859
612,9314,VisPeri_ExStrSup_5_LH,-15.190,-77.674,28.293
613,9376,VisCent_ExStr_14_LH,-47.548,-79.273,24.356
614,9411,VisPeri_StriCal_5_LH,-1.447,-80.257,19.649
615,9418,VisCent_ExStr_16_LH,-29.074,-80.835,18.336
616,9419,VisCent_ExStr_14_LH,-50.719,-78.522,19.244
617,9427,VisCent_ExStr_16_LH,-32.380,-81.878,16.561
618,9448,VisPeri_StriCal_4_LH,-10.974,-76.308,12.745
619,9487,VisPeri_StriCal_4_LH,-12.601,-78.624,11.048
620,9494,VisPeri_StriCal_5_LH,-7.874,-77.758,9.350
621,9502,VisCent_ExStr_7_LH,-48.529,-81.621,13.536
622,9554,VisCent_ExStr_10_LH,-41.530,-80.119,8.049
623,9575,VisCent_ExStr_10_LH,-39.196,-80.130,7.115
624,9581,VisPeri_StriCal_4_LH,-13.173,-79.951,5.953
625,9600,VisCent_ExStr_9_LH,-52.374,-79.753,2.997
626,9612,VisCent_ExStr_7_LH,-51.537,-80.729,-0.423
627,9622,VisCent_ExStr_7_LH,-48.143,-81.626,-4.265
628,9666,VisCent_ExStr_7_LH,-43.760,-80.420,-3.294
629,9669,VisCent_ExStr_5_LH,-46.621,-81.008,-4.277
630,9689,VisCent_ExStr_4_LH,-29.905,-78.004,-8.395
631,9695,VisPeri_ExStrInf_3_LH,-7.416,-76.141,-8.444
632,9719,VisCent_Striate_1_LH,-3.463,-77.469,-11.257
633,9769,VisCent_ExStr_4_LH,-24.567,-76.952,-13.241
634,9776,VisCent_ExStr_5_LH,-45.344,-77.041,-15.920
635,9778,VisCent_ExStr_5_LH,-47.845,-77.958,-15.924
636,9788,VisCent_ExStr_2_LH,-33.831,-80.448,-14.507
637,9794,VisCent_ExStr_6_LH,-13.237,-78.608,-16.277
638,9797,VisCent_ExStr_6_LH,-16.517,-78.542,-16.419
639,9800,VisCent_ExStr_6_LH,-20.839,-77.893,-17.063
640,9826,DorsAttnA_SPL_6_LH,-15.415,-79.375,54.604
641,9827,ContC_pCun_2_LH,-15.931,-80.458,54.075
642,9833,DorsAttnA_SPL_2_LH,-23.234,-78.872,54.110
643,9836,ContC_pCun_2_LH,-21.653,-79.931,54.230
644,9840,ContC_pCun_2_LH,-11.069,-79.004,52.643
645,9848,ContC_pCun_2_LH,-17.880,-80.876,48.555
646,9857,ContC_pCun_2_LH,-9.183,-80.225,51.048
647,9869,ContC_pCun_2_LH,-5.560,-80.466,47.365
648,9871,ContC_pCun_2_LH,-13.526,-80.182,45.777
649,9877,ContC_pCun_2_LH,-18.862,-81.097,47.603
650,9910,DefaultA_IPL_3_LH,-33.967,-80.946,45.887
651,9916,DefaultA_IPL_3_LH,-32.161,-81.045,45.234
652,9920,VisPeri_ExStrSup_7_LH,-20.085,-78.868,42.502
653,9921,DorsAttnA_SPL_2_LH,-28.906,-77.668,42.092
654,9922,DefaultA_IPL_3_LH,-38.486,-80.818,42.544
655,9977,DefaultC_IPL_2_LH,-41.654,-78.850,38.251
656,10000,DorsAttnA_ParOcc_4_LH,-29.410,-77.883,32.092
657,10061,DefaultC_IPL_1_LH,-45.984,-81.303,25.857
658,10075,DefaultC_IPL_1_LH,-47.215,-80.511,25.029
659,10078,VisPeri_ExStrSup_4_LH,-1.788,-80.000,25.046
660,10086,DorsAttnA_ParOcc_4_LH,-33.505,-77.540,25.883
661,10090,VisPeri_ExStrSup_4_LH,-1.246,-78.584,24.388
662,10105,VisPeri_ExStrSup_5_LH,-15.599,-76.173,25.420
663,10108,DorsAttnA_ParOcc_4_LH,-33.282,-77.467,24.511
664,10113,VisCent_ExStr_14_LH,-45.551,-79.011,24.637
665,10114,VisPeri_ExStrSup_4_LH,-2.343,-79.543,22.222
666,10127,VisPeri_ExStrSup_4_LH,-4.577,-79.694,21.812
667,10149,VisCent_ExStr_16_LH,-28.748,-78.973,20.271
668,10181,VisCent_ExStr_16_LH,-27.355,-79.081,17.166
669,10189,DorsAttnA_ParOcc_2_LH,-41.567,-77.431,14.221
670,10208,VisPeri_StriCal_5_LH,-1.718,-76.198,10.143
671,10254,VisCent_ExStr_10_LH,-44.117,-80.263,11.573
672,10272,VisCent_ExStr_9_LH,-52.529,-79.274,7.768
673,10274,VisPeri_StriCal_3_LH,-1.772,-79.197,7.142
674,10290,VisPeri_StriCal_3_LH,-1.774,-80.016,6.205
675,10291,VisPeri_StriCal_3_LH,-6.252,-79.269,6.429
676,10334,VisCent_ExStr_7_LH,-43.229,-79.837,-2.468
677,10373,DorsAttnA_TempOcc_4_LH,-51.234,-79.946,-3.637
678,10375,VisPeri_ExStrInf_3_LH,-8.508,-76.662,-4.867
679,10388,VisCent_ExStr_5_LH,-47.363,-79.926,-3.580
680,10405,VisCent_ExStr_5_LH,-50.090,-80.822,-4.195
681,10420,VisPeri_ExStrInf_3_LH,-7.225,-76.137,-7.301
682,10466,VisCent_ExStr_5_LH,-43.859,-76.137,-12.618
683,10477,VisCent_ExStr_2_LH,-39.226,-78.178,-11.353
684,10483,VisCent_ExStr_6_LH,-6.213,-76.496,-12.329
685,10485,VisCent_ExStr_6_LH,-7.275,-76.112,-12.341
686,10488,VisCent_ExStr_2_LH,-32.603,-78.799,-11.784
687,10519,VisCent_ExStr_2_LH,-32.855,-79.745,-16.835
688,10539,DorsAttnA_SPL_6_LH,-21.028,-77.681,54.848
689,10560,ContC_pCun_2_LH,-3.304,-78.562,48.453
690,10562,ContC_pCun_2_LH,-5.595,-79.875,49.598
691,10569,ContC_pCun_2_LH,-2.550,-78.201,46.496
692,10593,DefaultA_IPL_3_LH,-31.126,-78.863,47.052
693,10599,ContC_pCun_2_LH,-4.211,-79.392,44.537
694,10601,ContC_pCun_2_LH,-6.590,-79.712,44.056
695,10603,ContC_pCun_2_LH,-8.991,-79.434,43.805
696,10620,ContC_pCun_2_LH,-7.243,-79.045,43.177
697,10636,DorsAttnA_SPL_2_LH,-28.679,-77.120,43.497
698,10674,ContA_IPS_1_LH,-30.355,-76.836,36.564
699,10687,VisPeri_ExStrSup_4_LH,-3.107,-76.058,35.075
700,10716,DefaultC_IPL_2_LH,-46.371,-76.825,36.030
701,10725,DorsAttnA_SPL_3_LH,-26.209,-77.709,33.510
702,10742,VisPeri_ExStrSup_4_LH,-1.035,-75.879,30.553
703,10757,DorsAttnA_SPL_3_LH,-27.196,-77.275,29.943
704,10786,DefaultC_IPL_1_LH,-48.525,-79.519,27.349
705,10809,DorsAttnA_ParOcc_2_LH,-42.659,-78.810,25.759
706,10831,VisCent_ExStr_17_LH,-30.497,-77.863,24.640
707,10846,VisPeri_ExStrSup_4_LH,-1.565,-78.924,22.318
708,10852,DorsAttnA_ParOcc_2_LH,-45.308,-75.882,23.725
709,10861,DorsAttnA_ParOcc_2_LH,-46.080,-75.265,23.139
710,10864,VisCent_ExStr_14_LH,-49.550,-76.380,21.414
711,10868,VisCent_ExStr_16_LH,-28.911,-77.953,20.501
712,10946,VisPeri_StriCal_4_LH,-11.419,-77.679,11.843
713,10954,VisCent_ExStr_10_LH,-37.883,-77.361,8.462
714,10957,VisCent_ExStr_10_LH,-45.845,-79.915,13.146
715,10983,VisPeri_StriCal_3_LH,-6.507,-77.644,7.468
716,10984,VisPeri_StriCal_4_LH,-13.776,-77.796,7.788
717,11003,VisCent_ExStr_10_LH,-36.675,-78.933,6.313
718,11083,VisPeri_ExStrInf_3_LH,-7.846,-75.893,-3.307
719,11104,VisCent_ExStr_7_LH,-45.328,-80.028,-3.476
720,11149,VisCent_ExStr_2_LH,-39.890,-76.016,-9.147
721,11153,VisCent_ExStr_5_LH,-51.362,-78.659,-8.203
722,11155,VisPeri_ExStrInf_3_LH,-5.254,-74.261,-9.320
723,11180,VisCent_ExStr_6_LH,-6.531,-75.146,-10.147
724,11201,VisCent_ExStr_2_LH,-32.289,-79.092,-13.696
725,11215,VisCent_ExStr_6_LH,-15.794,-76.566,-16.309
726,11218,VisCent_ExStr_6_LH,-18.867,-76.319,-16.846
727,11221,VisCent_ExStr_6_LH,-24.281,-75.837,-15.425
728,11236,DorsAttnA_SPL_6_LH,-16.944,-76.376,54.904
729,11252,DorsAttnA_SPL_6_LH,-24.285,-76.076,53.000
730,11255,ContC_pCun_4_LH,-5.296,-78.401,51.768
731,11257,DorsAttnA_SPL_6_LH,-11.243,-76.467,51.889
732,11280,DefaultA_IPL_3_LH,-31.855,-78.233,49.577
733,11286,DorsAttnA_SPL_6_LH,-10.339,-76.376,51.730
734,11288,ContC_pCun_2_LH,-17.659,-78.302,45.311
735,11293,DefaultA_IPL_3_LH,-34.950,-78.291,49.350
736,11295,DefaultA_IPL_3_LH,-37.529,-77.539,48.338
737,11302,ContC_pCun_2_LH,-18.617,-78.261,44.989
738,11320,DefaultA_IPL_3_LH,-30.790,-78.273,45.717
739,11336,DorsAttnA_SPL_2_LH,-27.131,-75.209,44.914
740,11348,ContC_pCun_2_LH,-12.089,-76.973,40.635
741,11368,ContC_pCun_2_LH,-18.929,-76.512,41.061
742,11378,DefaultA_IPL_3_LH,-42.084,-79.177,39.586
743,11385,DefaultA_IPL_3_LH,-42.198,-78.818,38.290
744,11398,DefaultC_IPL_2_LH,-39.841,-77.807,37.305
745,11414,VisPeri_ExStrSup_7_LH,-16.062,-73.738,35.177
746,11419,DefaultC_IPL_2_LH,-41.859,-76.575,37.129
747,11426,VisPeri_ExStrSup_4_LH,-5.649,-74.869,33.939
748,11454,DefaultC_IPL_1_LH,-49.446,-74.922,33.442
749,11458,VisPeri_ExStrSup_5_LH,-10.116,-74.672,32.091
750,11472,VisPeri_ExStrSup_5_LH,-16.793,-74.574,29.536
751,11478,DefaultC_IPL_1_LH,-49.551,-76.767,31.992
752,11512,VisPeri_ExStrSup_5_LH,-17.445,-75.591,25.639
753,11522,DefaultC_IPL_1_LH,-47.240,-78.874,24.402
754,11533,VisPeri_ExStrSup_4_LH,-0.899,-76.600,24.335
755,11542,DorsAttnA_ParOcc_2_LH,-43.269,-75.598,24.367
756,11549,VisPeri_ExStrSup_5_LH,-17.654,-74.684,23.785
757,11566,DorsAttnA_ParOcc_2_LH,-44.835,-74.917,22.550
758,11567,VisPeri_ExStrSup_4_LH,-1.093,-76.847,21.164
759,11580,DorsAttnA_ParOcc_2_LH,-45.037,-74.184,19.183
760,11594,DorsAttnA_ParOcc_2_LH,-42.592,-74.945,17.033
761,11603,VisCent_ExStr_16_LH,-28.429,-77.285,18.867
762,11604,VisPeri_StriCal_5_LH,-0.773,-76.022,16.491
763,11623,DorsAttnA_ParOcc_2_LH,-40.492,-75.177,13.747
764,11627,VisPeri_StriCal_5_LH,-1.249,-75.250,12.481
765,11654,VisPeri_StriCal_5_LH,-5.198,-74.985,10.837
766,11657,VisPeri_StriCal_4_LH,-11.250,-74.927,13.052
767,11668,VisCent_ExStr_10_LH,-44.538,-77.311,12.431
768,11671,VisCent_ExStr_9_LH,-47.326,-79.204,14.046
769,11685,VisCent_ExStr_10_LH,-42.984,-78.344,11.267
770,11689,VisPeri_StriCal_2_LH,-4.877,-76.959,9.367
771,11720,VisPeri_StriCal_4_LH,-9.903,-76.758,7.169
772,11735,VisPeri_StriCal_4_LH,-13.022,-77.614,6.745
773,11745,VisCent_ExStr_9_LH,-54.580,-76.127,2.475
774,11756,VisPeri_ExStrInf_3_LH,-6.443,-75.359,0.506
775,11784,VisPeri_ExStrInf_3_LH,-4.108,-73.390,-4.068
776,11790,VisPeri_ExStrInf_3_LH,-3.027,-73.126,-5.131
777,11809,VisCent_ExStr_4_LH,-27.337,-77.984,-7.227
778,11818,VisCent_ExStr_4_LH,-24.930,-75.824,-7.382
779,11847,VisCent_ExStr_4_LH,-24.442,-75.268,-9.692
780,11879,VisCent_ExStr_4_LH,-27.128,-78.112,-10.883
781,11881,VisCent_ExStr_4_LH,-29.358,-78.542,-10.719
782,11902,VisCent_ExStr_4_LH,-28.572,-78.309,-13.578
783,11928,VisCent_ExStr_1_LH,-29.920,-77.283,-16.427
784,11941,VisCent_ExStr_2_LH,-35.353,-78.616,-19.237
785,11950,DorsAttnA_SPL_6_LH,-19.250,-75.584,54.558
786,11952,ContC_pCun_4_LH,-4.236,-76.465,53.506
787,11953,ContC_pCun_4_LH,-6.411,-77.553,53.766
788,11965,ContC_pCun_4_LH,-8.643,-77.513,52.862
789,11976,DorsAttnA_SPL_6_LH,-25.209,-74.995,51.850
790,11986,DefaultA_IPL_3_LH,-32.271,-77.031,51.320
791,12043,ContA_IPS_1_LH,-31.051,-75.514,43.355
792,12048,ContC_pCun_2_LH,-3.122,-77.242,41.470
793,12049,ContC_pCun_2_LH,-4.590,-77.082,40.820
794,12061,DorsAttnA_SPL_3_LH,-27.788,-74.900,43.095
795,12080,DefaultA_IPL_3_LH,-42.442,-77.363,43.453
796,12121,DorsAttnA_SPL_3_LH,-29.100,-74.478,36.679
797,12123,ContA_IPS_1_LH,-31.651,-74.617,36.192
798,12124,DefaultC_IPL_2_LH,-39.534,-76.347,36.216
